,Method,Mark,Dataset,binsize,feature_selection,kmeans_ami,kmeans_ari,ward_ami,ward_ari,silhouette,cosine_ami,cosine_ari
155,NMF,H3K9me3,PairedTag_Zhu_2021,1000,sampled_cell_p_20,0.0909595338301286,0.0270582361493581,0.0946613246075386,0.0294345801015712,-0.3048624044552948,,
156,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,1000,sampled_cell_p_20,0.2650012889858598,0.1158479477446301,0.2569869832606381,0.1113671732809717,-0.0496860184198202,,
157,NMF,H3K9me3,PairedTag_Zhu_2021,10,sampled_cell_p_20,0.0550261252228883,0.0170024811304451,0.0569840035071403,0.0187232125910881,-0.387885950238075,,
158,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,10,sampled_cell_p_20,0.2033148088426221,0.0818580087107284,0.2019566869289051,0.079230685748221,-0.0935720835229886,,
159,NMF,H3K9me3,PairedTag_Zhu_2021,50,sampled_cell_p_20,0.0745979125105942,0.0229360300981722,0.0777005185306366,0.0250272224618733,-0.3534810598858953,,
160,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,50,sampled_cell_p_20,0.2706129196301214,0.117402116055409,0.2776773795736597,0.1206036496437446,-0.0513873184617053,,
161,NMF,H3K9me3,PairedTag_Zhu_2021,20,sampled_cell_p_20,0.0577726219234745,0.0177605564230292,0.0496731176679198,0.0157236452486976,-0.3880051039302227,,
162,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,20,sampled_cell_p_20,0.2878085494206255,0.1236020448100837,0.2858399943063267,0.1329648854179725,-0.0602920779712262,,
163,NMF,H3K9me3,PairedTag_Zhu_2021,100,sampled_cell_p_20,0.1088148429098433,0.0299751644743518,0.0952904991933235,0.0222918322376892,-0.3375423821218614,,
164,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,100,sampled_cell_p_20,0.355375280376274,0.1766156491621405,0.3409760001116023,0.1573290608105471,-0.0329189514530943,,
165,NMF,H3K9me3,PairedTag_Zhu_2021,300,sampled_cell_p_20,0.0862324799667798,0.0242134161452517,0.0941096193790645,0.0281622576854384,-0.3104181161226532,,
166,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,300,sampled_cell_p_20,0.3197928205134548,0.1608304005826869,0.29656849865366,0.1402888782459889,-0.0462084243347119,,
167,NMF,H3K9me3,PairedTag_Zhu_2021,200,sampled_cell_p_20,0.1026205277557417,0.0226660742947578,0.1014521757928843,0.0357616058337634,-0.3183981986847775,,
168,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,200,sampled_cell_p_20,0.3524560242213233,0.1670470833560279,0.3435172258158598,0.1649003616700554,-0.0315266430328178,,
169,NMF,H3K9me3,PairedTag_Zhu_2021,30,sampled_cell_p_20,0.0578145895597884,0.0183197368186414,0.0615986245440172,0.0204246394005551,-0.3777162411104632,,
170,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,30,sampled_cell_p_20,0.2529184056076166,0.1165701366767883,0.2452942124453148,0.1057950802576537,-0.0738319369156152,,
171,NMF,H3K9me3,PairedTag_Zhu_2021,500,filtered_cell_q_60_100,0.1276251432256561,0.0475898703682139,0.1220731528743575,0.0331436424989376,-0.1841519518649035,,
172,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,500,filtered_cell_q_60_100,0.3413966643076765,0.1791672824416233,0.3193800842482414,0.1614091991329705,-0.0260926982180565,,
173,NMF,H3K9me3,PairedTag_Zhu_2021,1000,filtered_cell_q_60_100,0.126916414847025,0.0424714794224821,0.1175362661351052,0.0271005980450737,-0.1937032116336978,,
174,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,1000,filtered_cell_q_60_100,0.309143742491523,0.1539364255899252,0.298915871527951,0.1449256784183409,-0.0307309075970699,,
175,NMF,H3K9me3,PairedTag_Zhu_2021,10,filtered_cell_q_60_100,0.0242183697842929,0.0076248107787262,0.0294782634384588,0.0058978724599673,-0.3397651898453223,,
176,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,10,filtered_cell_q_60_100,0.2875535048463773,0.1495231956052189,0.2806070507380097,0.1523800215774816,-0.0331286881248917,,
177,NMF,H3K9me3,PairedTag_Zhu_2021,50,filtered_cell_q_60_100,0.0894538627960529,0.026569442731111,0.0999398002634025,0.0302531155096272,-0.2496826960548033,,
178,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,50,filtered_cell_q_60_100,0.3985484955358297,0.2297957490309719,0.38714607079,0.2188518648049468,0.0023844100780386,,
179,NMF,H3K9me3,PairedTag_Zhu_2021,20,filtered_cell_q_60_100,0.0398361437406972,0.0138515583563221,0.0428294959117958,0.0155192715965658,-0.3055665244863352,,
180,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,20,filtered_cell_q_60_100,0.3856978659147854,0.22727345682834,0.4078420253878219,0.2893937658640791,0.0056513549846843,,
181,NMF,H3K9me3,PairedTag_Zhu_2021,100,filtered_cell_q_60_100,0.1138561569393685,0.0351519625973977,0.1169734687095597,0.0313233608845978,-0.242062309286807,,
182,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,100,filtered_cell_q_60_100,0.3594760135989372,0.2159942138827742,0.3593620748685471,0.2005761129923179,-0.0117695766358465,,
183,NMF,H3K9me3,PairedTag_Zhu_2021,300,filtered_cell_q_60_100,0.1408439713249837,0.0621464431985349,0.1337701095554064,0.0469763698090584,-0.2083942443299746,,
184,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,300,filtered_cell_q_60_100,0.3666421166947304,0.2170079163305659,0.3630562404203749,0.2162953666882222,-0.0158056852693473,,
185,NMF,H3K9me3,PairedTag_Zhu_2021,200,filtered_cell_q_60_100,0.1292928249798247,0.0371411472970593,0.1291309048475787,0.0319413538751602,-0.2121672773899691,,
186,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,200,filtered_cell_q_60_100,0.4062743663636448,0.2237115072733691,0.3923917559010043,0.2166271634898638,0.0028082867720312,,
187,NMF,H3K9me3,PairedTag_Zhu_2021,30,filtered_cell_q_60_100,0.0571639872006653,0.0205174983407963,0.0548687543889726,0.016224905903531,-0.2749581116098908,,
188,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,30,filtered_cell_q_60_100,0.3951787234033302,0.2036909343424355,0.3906627249336544,0.21554193883581,0.0011784254470866,,
189,NMF,H3K9me3,PairedTag_Zhu_2021,500,filtered_cell_q_10_60,0.1925527093525813,0.0605261062318893,0.1733147570877577,0.0548791887787202,-0.0589425705045431,,
190,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,500,filtered_cell_q_10_60,0.3345193250671041,0.1498701615901448,0.3234047541059325,0.1518550287561361,-0.0220321567020716,,
191,NMF,H3K9me3,PairedTag_Zhu_2021,1000,filtered_cell_q_10_60,0.2011293965674634,0.0663521911226311,0.1799021854508438,0.0636387733908824,-0.0551737522522157,,
192,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,1000,filtered_cell_q_10_60,0.2955121857863267,0.127874875214059,0.2684512804605963,0.1068257494423973,-0.0392965314350256,,
193,NMF,H3K9me3,PairedTag_Zhu_2021,10,filtered_cell_q_10_60,0.1704839886425352,0.064434876701355,0.1659893935516055,0.0579651146300151,-0.122834977123137,,
194,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,10,filtered_cell_q_10_60,0.2841904248178494,0.1244158079049159,0.2800433607083348,0.1403093923384403,-0.0526871124018297,,
195,NMF,H3K9me3,PairedTag_Zhu_2021,50,filtered_cell_q_10_60,0.218339919425591,0.0916629813312523,0.2104743552365788,0.0852059525047186,-0.0742898337219511,,
196,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,50,filtered_cell_q_10_60,0.3598839068400352,0.1786564208837729,0.3569791647495897,0.1770748114139661,-0.0229733737565009,,
197,NMF,H3K9me3,PairedTag_Zhu_2021,20,filtered_cell_q_10_60,0.2053511036907486,0.0815308882325306,0.1895880938416927,0.0641897946068607,-0.0810251350447877,,
198,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,20,filtered_cell_q_10_60,0.309277440839211,0.1410815257256981,0.2991265829996642,0.1189640444598994,-0.0416824189403029,,
199,NMF,H3K9me3,PairedTag_Zhu_2021,100,filtered_cell_q_10_60,0.2344237966457754,0.0916872055196726,0.2192781645984202,0.0761525633682553,-0.057408083080751,,
200,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,100,filtered_cell_q_10_60,0.3609509831588213,0.1702266566563755,0.3532802963980482,0.1627504275684664,-0.0218495088332351,,
201,NMF,H3K9me3,PairedTag_Zhu_2021,300,filtered_cell_q_10_60,0.2250018371300082,0.0776821195459542,0.2059258970125974,0.0724193702271185,-0.0599409470049868,,
202,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,300,filtered_cell_q_10_60,0.3549696406545227,0.1656466886625555,0.345197204369997,0.1666325190969322,-0.0179800500323088,,
203,NMF,H3K9me3,PairedTag_Zhu_2021,200,filtered_cell_q_10_60,0.1879320681659883,0.0684143873624595,0.1728840589058665,0.0555550182614759,-0.0601515343281683,,
204,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,200,filtered_cell_q_10_60,0.3582438592034582,0.1667757837710565,0.3417380524129902,0.1515816295036859,-0.0234723234849303,,
205,NMF,H3K9me3,PairedTag_Zhu_2021,30,filtered_cell_q_10_60,0.2044462195352462,0.0821161606401927,0.1836636217745115,0.0606073765446504,-0.0702557748555483,,
206,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,30,filtered_cell_q_10_60,0.3292257390212888,0.145827401683089,0.3188767680325806,0.1420544046904695,-0.0425227311872375,,
207,NMF,H3K9me3,PairedTag_Zhu_2021,500,filtered_hvg_20,0.1396812628694403,0.0350948368964716,0.1161886380825243,0.0281970713385862,-0.2394755019360011,,
208,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,500,filtered_hvg_20,0.3145241350977154,0.1370581949005359,0.298008460403001,0.1336745691966258,-0.0353950448686912,,
209,NMF,H3K9me3,PairedTag_Zhu_2021,1000,filtered_hvg_20,0.1056582923377114,0.0236542504412207,0.1222643183426572,0.0298977917325901,-0.2675820781234446,,
210,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,1000,filtered_hvg_20,0.2916648020011042,0.1264117403159132,0.2640228692461711,0.1135768495557723,-0.0408136149922407,,
211,NMF,H3K9me3,PairedTag_Zhu_2021,10,filtered_hvg_20,0.0597389478646771,0.0175406882862028,0.0538603844256891,0.0136261417215457,-0.3582852619449068,,
212,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,10,filtered_hvg_20,0.3693102091856099,0.1592026269849893,0.368529509423826,0.1660498089474072,-0.0326622070256486,,
213,NMF,H3K9me3,PairedTag_Zhu_2021,50,filtered_hvg_20,0.10189841819048,0.0320295730232058,0.0982827767945283,0.0223013854552291,-0.2876625646313407,,
214,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,50,filtered_hvg_20,0.3939028237518258,0.2025147999239666,0.3831287762958841,0.2060878949875594,-0.0281769372949413,,
215,NMF,H3K9me3,PairedTag_Zhu_2021,20,filtered_hvg_20,0.067966235439078,0.0188452944827917,0.071270747990567,0.0187929026416092,-0.3366713978377905,,
216,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,20,filtered_hvg_20,0.3942521050611902,0.1986197122763937,0.3870730339130709,0.1983006597776422,-0.0163285755686753,,
217,NMF,H3K9me3,PairedTag_Zhu_2021,100,filtered_hvg_20,0.1405320281912004,0.0390219539951285,0.1212115419668157,0.0261595017748075,-0.2509499213107784,,
218,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,100,filtered_hvg_20,0.3374591404792531,0.1619743236079121,0.3353876159611119,0.1784452602755332,-0.0367991368409975,,
219,NMF,H3K9me3,PairedTag_Zhu_2021,300,filtered_hvg_20,0.1118894192029332,0.0284738477533852,0.1197407834913564,0.0388973834226023,-0.2855857508105324,,
220,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,300,filtered_hvg_20,0.3089184995530886,0.149276552170727,0.2917248846492047,0.1226337763548634,-0.0434673493617259,,
221,NMF,H3K9me3,PairedTag_Zhu_2021,200,filtered_hvg_20,0.1629862561204366,0.0392167934773962,0.1575830127629584,0.0455700065571081,-0.2485165219103542,,
222,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,200,filtered_hvg_20,0.3765696096728403,0.1836858207603499,0.3350602603081309,0.1372860662972506,-0.028017038182267,,
223,NMF,H3K9me3,PairedTag_Zhu_2021,30,filtered_hvg_20,0.0808193707310445,0.0228991480168309,0.0913054089100799,0.0278543860144341,-0.3127383166353869,,
224,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,30,filtered_hvg_20,0.3556621076796605,0.1746864018170444,0.3556000473471996,0.1623812176985709,-0.0259761275574267,,
225,NMF,H3K9me3,PairedTag_Zhu_2021,500,filtered_cell_q_30_100,0.1424635153110408,0.0532227595590662,0.1511213894331261,0.0550898753840526,-0.23899072137169,,
226,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,500,filtered_cell_q_30_100,0.3675623772293828,0.1999570313945348,0.3443853036634701,0.2055439602608451,-0.016519011635567,,
227,NMF,H3K9me3,PairedTag_Zhu_2021,1000,filtered_cell_q_30_100,0.1200558517275208,0.0373379478978762,0.1284812355172956,0.032225863272709,-0.2564436740235108,,
228,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,1000,filtered_cell_q_30_100,0.3066996296041022,0.1480096837842776,0.2824226782364794,0.1342700369485093,-0.0298326227190114,,
229,NMF,H3K9me3,PairedTag_Zhu_2021,10,filtered_cell_q_30_100,0.0244849120156096,0.0011204592292398,0.0253237454765138,0.0051736755723054,-0.3797722424920255,,
230,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,10,filtered_cell_q_30_100,0.3423732670438457,0.1696803992271535,0.3280038621691629,0.1589333731953354,-0.0181303340408833,,
231,NMF,H3K9me3,PairedTag_Zhu_2021,50,filtered_cell_q_30_100,0.150468151474456,0.0603143875824792,0.130223203242055,0.0480231957594178,-0.2950214037996005,,
232,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,50,filtered_cell_q_30_100,0.3888549218810631,0.2151075365395879,0.3924516112472187,0.245354524339184,-0.0040206727120652,,
233,NMF,H3K9me3,PairedTag_Zhu_2021,20,filtered_cell_q_30_100,0.04802278853824,0.0088858410597018,0.0431260993566244,0.0100093978281311,-0.3396917031978006,,
234,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,20,filtered_cell_q_30_100,0.3991143450927052,0.206383365849381,0.3963531911442842,0.2433926913308846,0.0077085713031292,,
235,NMF,H3K9me3,PairedTag_Zhu_2021,100,filtered_cell_q_30_100,0.1562487811587802,0.0520502084411122,0.1327962664952733,0.0419476127574149,-0.2636934487846046,,
236,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,100,filtered_cell_q_30_100,0.4043447202498622,0.238915006195752,0.3890211378118652,0.2191627048656077,-0.002260469753458,,
237,NMF,H3K9me3,PairedTag_Zhu_2021,300,filtered_cell_q_30_100,0.161569081738838,0.0686909030083252,0.1706698977364245,0.0841848751432469,-0.2426565039540504,,
238,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,300,filtered_cell_q_30_100,0.370465671682365,0.1975222345597065,0.3626525357379243,0.1961955325441991,-0.0181612298139819,,
239,NMF,H3K9me3,PairedTag_Zhu_2021,200,filtered_cell_q_30_100,0.1095557352807712,0.0428319124287098,0.1583071714232219,0.0706097115191414,-0.2624985236945586,,
240,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,200,filtered_cell_q_30_100,0.3917487606989907,0.2148286070242357,0.366216512215818,0.1911042466996138,-0.0088352197698874,,
241,NMF,H3K9me3,PairedTag_Zhu_2021,30,filtered_cell_q_30_100,0.0519336250508829,0.0126161469482912,0.0528202667677154,0.018345776310712,-0.3295560379841646,,
242,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,30,filtered_cell_q_30_100,0.3942869268078561,0.2301969044801826,0.4007959589570467,0.2124705601778426,-0.0062570110028104,,
243,NMF,H3K9me3,PairedTag_Zhu_2021,500,filtered_q_20,0.1255719589945772,0.0261635671585249,0.1044378867693246,0.0185277641922135,-0.2389371761811154,,
244,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,500,filtered_q_20,0.3118840118844477,0.1435259894598192,0.3001107944391582,0.1224673377650237,-0.0410412105360715,,
245,NMF,H3K9me3,PairedTag_Zhu_2021,1000,filtered_q_20,0.101708460187147,0.0273146116639367,0.0906293778046701,0.0207841061422021,-0.245394357489863,,
246,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,1000,filtered_q_20,0.2678687889326452,0.1170968282906879,0.2524198664354874,0.1121360648196581,-0.0367576848860962,,
247,NMF,H3K9me3,PairedTag_Zhu_2021,10,filtered_q_20,0.0594080629341834,0.0180091034881341,0.0567834893001725,0.0164929980337833,-0.3654219260001204,,
248,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,10,filtered_q_20,0.3726319445560855,0.1716414464307115,0.3686123018188159,0.1709439150758801,-0.0382641555714827,,
249,NMF,H3K9me3,PairedTag_Zhu_2021,50,filtered_q_20,0.1268702299051821,0.0311948446759862,0.1367310341828014,0.0479978233913263,-0.2616015293304255,,
250,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,50,filtered_q_20,0.3808135403972827,0.1791065225032007,0.3783779565072844,0.2092410274951611,-0.0276610327807752,,
251,NMF,H3K9me3,PairedTag_Zhu_2021,20,filtered_q_20,0.0781682307768822,0.0236988208727792,0.0755623473768008,0.025370101268774,-0.3340250422257452,,
252,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,20,filtered_q_20,0.3781346902699043,0.1929781686024151,0.3752201137559171,0.1872660733757691,-0.0207176442787279,,
253,NMF,H3K9me3,PairedTag_Zhu_2021,100,filtered_q_20,0.1363753874305129,0.0357072011247956,0.1453842874183474,0.043895104117043,-0.2613873976478731,,
254,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,100,filtered_q_20,0.37529445493436,0.1825000994925541,0.3720364711238719,0.2018993906529609,-0.0294544915588985,,
255,NMF,H3K9me3,PairedTag_Zhu_2021,300,filtered_q_20,0.1465613845403186,0.0413882181641572,0.141830345352834,0.0519593558979618,-0.2566730927354271,,
256,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,300,filtered_q_20,0.3562885384613857,0.1751521849640079,0.3543451754777741,0.1826088664534409,-0.0363921886422182,,
257,NMF,H3K9me3,PairedTag_Zhu_2021,200,filtered_q_20,0.1183161618428707,0.0253071483847144,0.1343925789726691,0.0465832019428683,-0.2601722082921807,,
258,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,200,filtered_q_20,0.3504408714225956,0.1705114464674217,0.3385662676469368,0.1630048828625611,-0.029974620160156,,
259,NMF,H3K9me3,PairedTag_Zhu_2021,30,filtered_q_20,0.083113133045473,0.0244164454876897,0.069333503763396,0.0163818834342804,-0.3161555638568047,,
260,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,30,filtered_q_20,0.357466908086013,0.1813482754233276,0.3507278773981792,0.1702378226466849,-0.0367760613466684,,
261,NMF,H3K9me3,PairedTag_Zhu_2021,500,filtered_cell_q_20_100,0.1428981982355273,0.0546243647627458,0.0809376254256897,0.0160248451339339,-0.2571081351404765,,
262,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,500,filtered_cell_q_20_100,0.3201763963643184,0.1704834984444136,0.3259193102340293,0.1677747343042724,-0.0240413715274318,,
263,NMF,H3K9me3,PairedTag_Zhu_2021,1000,filtered_cell_q_20_100,0.145514356037595,0.0497885926252728,0.0810919459646747,0.0182506829554063,-0.2689856743151939,,
264,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,1000,filtered_cell_q_20_100,0.275836610325309,0.1238056391316859,0.2560382646743823,0.1143411870057761,-0.0335258434863581,,
265,NMF,H3K9me3,PairedTag_Zhu_2021,10,filtered_cell_q_20_100,0.0360056299643781,0.0073806767502246,0.0350785079403255,0.0065497011972587,-0.3787214278681559,,
266,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,10,filtered_cell_q_20_100,0.3534126386637242,0.1709300186022213,0.3528201146275606,0.1691279331589798,-0.0198891260010964,,
267,NMF,H3K9me3,PairedTag_Zhu_2021,50,filtered_cell_q_20_100,0.1469571137350895,0.0539218160173755,0.0874890630366513,0.0215715161137437,-0.2834625955255972,,
268,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,50,filtered_cell_q_20_100,0.4125297344598587,0.2309022207194051,0.407886853104312,0.2291697961579211,-0.011639060204124,,
269,NMF,H3K9me3,PairedTag_Zhu_2021,20,filtered_cell_q_20_100,0.0552669760001567,0.012973907799413,0.0515235883900721,0.0123111748670005,-0.3481461634902933,,
270,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,20,filtered_cell_q_20_100,0.3924839688321191,0.2002960002305858,0.3793774016678494,0.1829764157989981,3.132001936088139e-05,,
271,NMF,H3K9me3,PairedTag_Zhu_2021,100,filtered_cell_q_20_100,0.1637787384143213,0.0558172007804422,0.1470449428910538,0.0514580098874721,-0.259643481991346,,
272,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,100,filtered_cell_q_20_100,0.3989869304407932,0.2057986715213889,0.3874987535666893,0.2199856995605982,-0.0056936150459187,,
273,NMF,H3K9me3,PairedTag_Zhu_2021,300,filtered_cell_q_20_100,0.1658290268143078,0.0559187688931832,0.1639283568908626,0.0572856656261125,-0.2752674703631536,,
274,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,300,filtered_cell_q_20_100,0.3839031754023614,0.2084756669018728,0.366318621366869,0.1778445362332663,-0.0173299871759709,,
275,NMF,H3K9me3,PairedTag_Zhu_2021,200,filtered_cell_q_20_100,0.1230046179863044,0.0364827551473153,0.1121302325026103,0.0242788107462857,-0.2435380679460158,,
276,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,200,filtered_cell_q_20_100,0.4043058117327273,0.236111073752814,0.3872621182324348,0.1978904193185134,-0.0156571413016631,,
277,NMF,H3K9me3,PairedTag_Zhu_2021,30,filtered_cell_q_20_100,0.0602551827485724,0.0119711078479603,0.0800939521578839,0.0229852277428109,-0.3192068690506387,,
278,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,30,filtered_cell_q_20_100,0.3940745005226222,0.2159595469582055,0.39757872253949,0.2379445369759802,-0.012734788799147,,
279,NMF,H3K9me3,PairedTag_Zhu_2021,500,filtered_hvg_75,0.1396812628694403,0.0350948368964716,0.1161886380825243,0.0281970713385862,-0.2394755019360011,,
280,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,500,filtered_hvg_75,0.3145241350977154,0.1370581949005359,0.298008460403001,0.1336745691966258,-0.0353950448686912,,
281,NMF,H3K9me3,PairedTag_Zhu_2021,1000,filtered_hvg_75,0.1056582923377114,0.0236542504412207,0.1222643183426572,0.0298977917325901,-0.2675820781234446,,
282,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,1000,filtered_hvg_75,0.2916648020011042,0.1264117403159132,0.2640228692461711,0.1135768495557723,-0.0408136149922407,,
283,NMF,H3K9me3,PairedTag_Zhu_2021,10,filtered_hvg_75,0.0597389478646771,0.0175406882862028,0.0538603844256891,0.0136261417215457,-0.3582852619449068,,
284,TFIDF-NMF,H3K9me3,PairedTag_Zhu_2021,10,filtered_hvg_75,0.3693102091856099,0.1592026269849893,0.368529509423826,0.1660498089474072,-0.0326622070256486,,
285,NMF,H3K9me3,PairedTag_Zhu_2021,50,filtered_hvg_75,0.10189841819048,0.0320295730232058,0.0982827767945283,0.0223013854552291,-0.2876625646313407,,
